ModSelect,A_concern_y,B_concern_y,A_concern_o,B_concern_o,lA_ex,lB_ex,l_conc,l_conc_o,l_inf,l_inf_o,l_hea,l_hea_o,stvT,I,H,Prior,cut_mod
243,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,3,0.5
244,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,4,0.5
245,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,5,0.5
246,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,6,0.5
247,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,1,0.5
248,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,2,0.5
249,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,3,0.5
250,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,4,0.5
251,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,5,0.5
252,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,6,0.5
253,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,1,0.5
254,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,2,0.5
255,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,3,0.5
256,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,4,0.5
257,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,5,0.5
258,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,6,0.5
259,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,1,0.5
260,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,2,0.5
261,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,3,0.5
262,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,4,0.5
263,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,5,0.5
264,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,6,0.5
265,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,1,0.5
266,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,2,0.5
267,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,3,0.5
268,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,4,0.5
269,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,5,0.5
270,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,6,0.5
271,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,1,0.5
272,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,2,0.5
273,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,3,0.5
274,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,4,0.5
275,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,5,0.5
276,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,6,0.5
277,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,1,0.5
278,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,2,0.5
279,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,3,0.5
280,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,4,0.5
281,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,5,0.5
282,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,6,0.5
283,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,1,0.5
284,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,2,0.5
285,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,3,0.5
286,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,4,0.5
287,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,5,0.5
288,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,6,0.5
289,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,1,0.5
290,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,2,0.5
291,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,3,0.5
292,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,4,0.5
293,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,5,0.5
294,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,6,0.5
295,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,1,0.5
296,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,2,0.5
297,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,3,0.5
298,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,4,0.5
299,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,5,0.5
300,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,6,0.5
301,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,1,0.5
302,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,2,0.5
303,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,3,0.5
304,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,4,0.5
305,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,5,0.5
306,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,6,0.5
307,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,1,0.5
308,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,2,0.5
309,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,3,0.5
310,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,4,0.5
311,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,5,0.5
312,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,6,0.5
313,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,1,0.5
314,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,2,0.5
315,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,3,0.5
316,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,4,0.5
317,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,5,0.5
318,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,6,0.5
319,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,1,0.5
320,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,2,0.5
321,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,3,0.5
322,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,4,0.5
323,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,5,0.5
324,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,6,0.5
325,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,1,0.25
326,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,2,0.25
327,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,3,0.25
328,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,4,0.25
329,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,5,0.25
330,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,6,0.25
331,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,1,0.25
332,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,2,0.25
333,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,3,0.25
334,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,4,0.25
335,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,5,0.25
336,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,6,0.25
337,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,1,0.25
338,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,2,0.25
339,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,3,0.25
340,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,4,0.25
341,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,5,0.25
342,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,6,0.25
343,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,1,0.25
344,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,2,0.25
345,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,3,0.25
346,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,4,0.25
347,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,5,0.25
348,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,6,0.25
349,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,1,0.25
350,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,2,0.25
351,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,3,0.25
352,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,4,0.25
353,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,5,0.25
354,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,6,0.25
355,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,1,0.25
356,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,2,0.25
357,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,3,0.25
358,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,4,0.25
359,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,5,0.25
360,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,6,0.25
361,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,1,0.25
362,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,2,0.25
363,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,3,0.25
364,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,4,0.25
365,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,5,0.25
366,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,6,0.25
367,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,1,0.25
368,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,2,0.25
369,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,3,0.25
370,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,4,0.25
371,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,5,0.25
372,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,6,0.25
373,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,1,0.25
374,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,2,0.25
375,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,3,0.25
376,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,4,0.25
377,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,5,0.25
378,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,6,0.25
379,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,1,0.75
380,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,2,0.75
381,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,3,0.75
382,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,4,0.75
383,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,5,0.75
384,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,6,0.75
385,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,1,0.75
386,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,2,0.75
387,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,3,0.75
388,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,4,0.75
389,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,5,0.75
390,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,6,0.75
391,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,1,0.75
392,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,2,0.75
393,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,3,0.75
394,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,4,0.75
395,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,5,0.75
396,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,6,0.75
397,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,1,0.75
398,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,2,0.75
399,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,3,0.75
400,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,4,0.75
401,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,5,0.75
402,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,6,0.75
403,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,1,0.75
404,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,2,0.75
405,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,3,0.75
406,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,4,0.75
407,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,5,0.75
408,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,6,0.75
409,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,1,0.75
410,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,2,0.75
411,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,3,0.75
412,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,4,0.75
413,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,5,0.75
414,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,6,0.75
415,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,1,0.75
416,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,2,0.75
417,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,3,0.75
418,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,4,0.75
419,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,5,0.75
420,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,6,0.75
421,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,1,0.75
422,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,2,0.75
423,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,3,0.75
424,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,4,0.75
425,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,5,0.75
426,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,6,0.75
427,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,1,0.75
428,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,2,0.75
429,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,3,0.75
430,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,4,0.75
431,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,5,0.75
432,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,6,0.75
433,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,1,0.25
434,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,2,0.25
435,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,3,0.25
436,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,4,0.25
437,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,5,0.25
438,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,6,0.25
439,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,1,0.25
440,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,2,0.25
441,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,3,0.25
442,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,4,0.25
443,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,5,0.25
444,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,6,0.25
445,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,1,0.25
446,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,2,0.25
447,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,3,0.25
448,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,4,0.25
449,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,5,0.25
450,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,6,0.25
451,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,1,0.25
452,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,2,0.25
453,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,3,0.25
454,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,4,0.25
455,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,5,0.25
456,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,6,0.25
457,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,1,0.25
458,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,2,0.25
459,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,3,0.25
460,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,4,0.25
461,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,5,0.25
462,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,6,0.25
463,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,1,0.25
464,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,2,0.25
465,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,3,0.25
466,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,4,0.25
467,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,5,0.25
468,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,6,0.25
469,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,1,0.25
470,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,2,0.25
471,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,3,0.25
472,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,4,0.25
473,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,5,0.25
474,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,6,0.25
475,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,1,0.25
476,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,2,0.25
477,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,3,0.25
478,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,4,0.25
479,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,5,0.25
480,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,6,0.25
481,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,1,0.25
482,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,2,0.25
483,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,3,0.25
484,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,4,0.25
485,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,5,0.25
486,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,6,0.25
487,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,1,0.75
488,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,2,0.75
489,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,3,0.75
490,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,4,0.75
491,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,5,0.75
492,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,6,0.75
493,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,1,0.75
494,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,2,0.75
495,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,3,0.75
496,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,4,0.75
