ModSelect,A_concern_y,B_concern_y,A_concern_o,B_concern_o,lA_ex,lB_ex,l_conc,l_conc_o,l_inf,l_inf_o,l_hea,l_hea_o,stvT,I,H,Prior,cut_mod
497,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,5,0.75
498,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,6,0.75
499,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,1,0.75
500,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,2,0.75
501,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,3,0.75
502,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,4,0.75
503,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,5,0.75
504,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,6,0.75
505,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,1,0.75
506,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,2,0.75
507,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,3,0.75
508,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,4,0.75
509,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,5,0.75
510,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,6,0.75
511,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,1,0.75
512,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,2,0.75
513,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,3,0.75
514,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,4,0.75
515,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,5,0.75
516,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,6,0.75
517,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,1,0.75
518,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,2,0.75
519,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,3,0.75
520,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,4,0.75
521,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,5,0.75
522,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,6,0.75
523,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,1,0.75
524,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,2,0.75
525,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,3,0.75
526,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,4,0.75
527,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,5,0.75
528,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,6,0.75
529,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,1,0.75
530,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,2,0.75
531,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,3,0.75
532,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,4,0.75
533,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,5,0.75
534,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,6,0.75
535,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,1,0.75
536,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,2,0.75
537,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,3,0.75
538,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,4,0.75
539,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,5,0.75
540,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,6,0.75
541,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,1,0.1
542,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,2,0.1
543,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,3,0.1
544,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,4,0.1
545,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,5,0.1
546,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,1,6,0.1
547,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,1,0.1
548,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,2,0.1
549,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,3,0.1
550,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,4,0.1
551,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,5,0.1
552,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,1,6,0.1
553,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,1,0.1
554,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,2,0.1
555,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,3,0.1
556,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,4,0.1
557,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,5,0.1
558,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,1,6,0.1
559,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,1,0.1
560,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,2,0.1
561,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,3,0.1
562,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,4,0.1
563,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,5,0.1
564,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,1,6,0.1
565,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,1,0.1
566,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,2,0.1
567,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,3,0.1
568,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,4,0.1
569,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,5,0.1
570,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,1,6,0.1
571,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,1,0.1
572,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,2,0.1
573,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,3,0.1
574,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,4,0.1
575,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,5,0.1
576,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,1,6,0.1
577,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,1,0.1
578,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,2,0.1
579,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,3,0.1
580,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,4,0.1
581,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,5,0.1
582,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,1,6,0.1
583,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,1,0.1
584,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,2,0.1
585,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,3,0.1
586,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,4,0.1
587,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,5,0.1
588,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,1,6,0.1
589,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,1,0.1
590,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,2,0.1
591,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,3,0.1
592,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,4,0.1
593,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,5,0.1
594,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,1,6,0.1
595,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,1,0.9
596,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,2,0.9
597,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,3,0.9
598,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,4,0.9
599,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,5,0.9
600,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,1,6,0.9
601,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,1,0.9
602,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,2,0.9
603,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,3,0.9
604,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,4,0.9
605,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,5,0.9
606,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,1,6,0.9
607,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,1,0.9
608,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,2,0.9
609,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,3,0.9
610,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,4,0.9
611,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,5,0.9
612,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,1,6,0.9
613,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,1,0.9
614,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,2,0.9
615,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,3,0.9
616,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,4,0.9
617,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,5,0.9
618,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,1,6,0.9
619,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,1,0.9
620,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,2,0.9
621,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,3,0.9
622,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,4,0.9
623,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,5,0.9
624,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,1,6,0.9
625,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,1,0.9
626,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,2,0.9
627,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,3,0.9
628,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,4,0.9
629,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,5,0.9
630,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,1,6,0.9
631,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,1,0.9
632,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,2,0.9
633,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,3,0.9
634,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,4,0.9
635,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,5,0.9
636,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,1,6,0.9
637,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,1,0.9
638,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,2,0.9
639,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,3,0.9
640,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,4,0.9
641,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,5,0.9
642,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,1,6,0.9
643,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,1,0.9
644,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,2,0.9
645,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,3,0.9
646,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,4,0.9
647,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,5,0.9
648,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,1,6,0.9
649,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,1,0.1
650,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,2,0.1
651,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,3,0.1
652,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,4,0.1
653,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,5,0.1
654,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.25,0,0.5,6,0.1
655,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,1,0.1
656,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,2,0.1
657,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,3,0.1
658,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,4,0.1
659,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,5,0.1
660,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.25,0,0.5,6,0.1
661,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,1,0.1
662,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,2,0.1
663,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,3,0.1
664,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,4,0.1
665,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,5,0.1
666,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.25,0,0.5,6,0.1
667,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,1,0.1
668,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,2,0.1
669,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,3,0.1
670,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,4,0.1
671,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,5,0.1
672,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.5,0,0.5,6,0.1
673,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,1,0.1
674,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,2,0.1
675,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,3,0.1
676,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,4,0.1
677,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,5,0.1
678,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.5,0,0.5,6,0.1
679,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,1,0.1
680,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,2,0.1
681,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,3,0.1
682,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,4,0.1
683,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,5,0.1
684,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.5,0,0.5,6,0.1
685,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,1,0.1
686,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,2,0.1
687,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,3,0.1
688,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,4,0.1
689,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,5,0.1
690,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,0.66,0,0.5,6,0.1
691,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,1,0.1
692,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,2,0.1
693,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,3,0.1
694,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,4,0.1
695,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,5,0.1
696,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,0.66,0,0.5,6,0.1
697,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,1,0.1
698,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,2,0.1
699,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,3,0.1
700,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,4,0.1
701,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,5,0.1
702,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,0.66,0,0.5,6,0.1
703,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,1,0.9
704,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,2,0.9
705,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,3,0.9
706,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,4,0.9
707,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,5,0.9
708,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,1.5,0,0.5,6,0.9
709,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,1,0.9
710,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,2,0.9
711,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,3,0.9
712,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,4,0.9
713,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,5,0.9
714,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,1.5,0,0.5,6,0.9
715,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,1,0.9
716,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,2,0.9
717,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,3,0.9
718,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,4,0.9
719,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,5,0.9
720,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,1.5,0,0.5,6,0.9
721,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,1,0.9
722,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,2,0.9
723,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,3,0.9
724,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,4,0.9
725,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,5,0.9
726,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,2,0,0.5,6,0.9
727,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,1,0.9
728,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,2,0.9
729,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,3,0.9
730,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,4,0.9
731,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,5,0.9
732,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,2,0,0.5,6,0.9
733,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,1,0.9
734,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,2,0.9
735,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,3,0.9
736,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,4,0.9
737,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,5,0.9
738,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,2,0,0.5,6,0.9
739,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,1,0.9
740,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,2,0.9
741,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,3,0.9
742,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,4,0.9
743,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,5,0.9
744,0.1,0.1,0,0,0,-0.025,0.1,0,0.1,0,-0.05,0,4,0,0.5,6,0.9
745,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,1,0.9
746,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,2,0.9
747,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,3,0.9
748,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,4,0.9
749,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,5,0.9
750,0.1,0.1,0,0,0,-0.025,0.2,0,0.2,0,-0.05,0,4,0,0.5,6,0.9
751,0.1,0.1,0,0,0,-0.025,0.3,0,0.3,0,-0.05,0,4,0,0.5,1,0.9
